source,target,weight
1517,1518,27.715224706928772
1517,1610,36.47366344364109
1517,1611,119.19449704160003
1517,1656,129.14845382349725
1517,1657,152.3741058218226
1518,1561,35.59328900540413
1518,1611,91.5157849165317
1518,1657,128.1670611177285
1519,1561,84.38726207195018
1519,1562,55.87237441009843
1519,1563,103.06702916063895
1519,1520,109.96981909192681
1520,1563,58.90817949241948
1520,1521,54.510406753613985
1520,1658,25.720052704283308
1520,1705,105.45932699887676
1520,1790,163.19314051488536
1520,1791,132.91319222209157
1521,1564,126.56532157348632
1521,1658,40.38279336549171
1522,1564,52.06427848715235
1522,1565,180.6402163282087
1522,1659,198.81813451555394
1522,1612,27.037412666034985
1523,1524,1.4378803844548418
1523,1567,196.00135203615307
1523,1613,196.6722654570288
1523,1614,198.2508988350088
1524,1568,15.81336460086847
1524,1614,196.86605358861533
1525,1569,55.96345381823129
1525,1615,85.66383766736247
1525,1664,217.10706941929996
1525,1711,96.05400797977974
1525,1712,82.90925085628878
1554,1598,202.24336275333678
1555,1599,36.50679432305761
1555,1645,184.95254646650434
1555,1646,179.44946673398368
1556,1599,36.36049661769919
1556,1600,182.50219176766072
1556,1694,46.94595242382022
1556,1695,12.027052839328512
1557,1602,94.45442757694786
1557,1603,102.27563519996127
1557,1648,136.33671144959044
1557,1697,99.25766133318544
1558,1603,98.04718251943805
1558,1604,91.46584061823299
1558,1605,61.7416211139437
1559,1560,38.618792796057114
1559,1609,13.955563332731652
1559,1654,85.88331610567688
1559,1702,48.57675947472409
1559,1750,79.29978947998694
1560,1654,57.922122045227425
1561,1562,29.918203303154566
1561,1657,160.78998725045042
1561,1704,86.99890803912427
1561,1705,24.74127444488309
1561,1751,135.52807827162607
1562,1563,88.27533473299448
1562,1705,37.553402440982595
1563,1705,58.36302127260134
1564,1659,148.3790269040743
1564,1658,158.346536510907
1564,1706,172.91926202871548
1564,1752,183.02326525608706
1564,1753,115.82596649235822
1565,1612,180.7735116105233
1565,1566,3.2058973436118863
1566,1612,179.78136799395475
1566,1660,182.31291780891445
1567,1613,24.70323865407125
1568,1614,195.25030231873026
1568,1569,43.13786040127628
1568,1615,19.893117179344
1568,1663,195.06398522877905
1569,1615,40.13345791785758
1595,1596,5.5093103016620875
1595,1689,6.582468297598468
1595,1690,285.41358857491326
1596,1597,93.38997537209227
1596,1690,280.3120684342302
1596,1691,185.2675430289936
